paso,episodio,puntaje,pasos_episodio,perdida_media,pasos_por_segundo
898403,1317,515.0,3133,1.38448,108.3
899937,1318,885.0,6167,1.36874,108.3
900859,1319,530.0,3709,1.39714,108.3
901785,1320,610.0,3731,1.40769,108.3
902825,1321,545.0,4171,1.41354,108.3
903773,1322,720.0,3817,1.42702,108.3
904397,1323,305.0,2525,1.41975,108.3
905310,1324,665.0,3679,1.41044,108.3
906007,1325,375.0,2821,1.41568,108.3
906980,1326,575.0,3907,1.4154,108.3
907612,1327,315.0,2545,1.39347,108.3
908336,1328,395.0,2909,1.39276,108.3
908985,1329,595.0,2625,1.39161,108.3
910189,1330,800.0,4847,1.37487,108.3
910970,1331,675.0,3145,1.3595,108.3
911557,1332,270.0,2363,1.36763,108.4
912349,1333,570.0,3192,1.38614,108.4
913207,1334,755.0,3443,1.40778,108.4
914054,1335,485.0,3419,1.41245,108.4
914877,1336,650.0,3305,1.42224,108.4
915584,1337,650.0,2833,1.42438,108.4
916221,1338,380.0,2579,1.40691,108.4
916795,1339,315.0,2335,1.40172,108.4
917907,1340,525.0,4471,1.39535,108.4
919043,1341,500.0,4583,1.39133,108.4
920064,1342,945.0,4103,1.39653,108.5
921016,1343,545.0,3837,1.39475,108.5
921691,1344,350.0,2735,1.38908,108.5
922299,1345,305.0,2459,1.39603,108.5
923050,1346,690.0,3025,1.40387,108.5
924086,1347,550.0,4167,1.40259,108.5
925213,1348,775.0,4537,1.40179,108.6
926895,1349,1115.0,6741,1.38291,108.6
928033,1350,805.0,4567,1.38022,108.6
929018,1351,525.0,3981,1.38574,108.6
929711,1352,365.0,2803,1.38285,108.7
930532,1353,450.0,3301,1.38712,108.7
931626,1354,545.0,4392,1.39553,108.7
933561,1355,1335.0,7769,1.39789,108.7
934254,1356,335.0,2793,1.39701,108.7
935669,1357,670.0,5681,1.38872,108.8
936675,1358,490.0,4041,1.38091,108.8
937376,1359,350.0,2841,1.37971,108.8
938990,1360,955.0,6468,1.38632,108.8
940455,1361,1085.0,5901,1.39468,108.9
941354,1362,570.0,3636,1.40535,108.9
942329,1363,655.0,3933,1.39865,108.9
943164,1364,655.0,3345,1.3951,108.9
944005,1365,545.0,3377,1.39822,108.9
944732,1366,420.0,2941,1.39819,108.9
945578,1367,605.0,3417,1.3997,108.9
946993,1368,670.0,5693,1.39778,108.9
947861,1369,600.0,3513,1.39841,109.0
949002,1370,695.0,4593,1.40044,109.0
950066,1371,600.0,4295,1.38411,109.0
950787,1372,415.0,2911,1.37213,109.0
951582,1373,565.0,3190,1.36902,109.0
952642,1374,600.0,4259,1.34989,109.0
953110,1375,215.0,1903,1.33934,109.0
954267,1376,635.0,4667,1.35421,109.0
955448,1377,605.0,4763,1.3676,109.0
956582,1378,545.0,4567,1.39167,109.0
957551,1379,555.0,3903,1.41444,109.0
958489,1380,545.0,3756,1.41348,109.0
959911,1381,1025.0,5711,1.40487,109.0
960769,1382,520.0,3465,1.39157,109.1
961633,1383,500.0,3495,1.38672,109.1
962335,1384,450.0,2835,1.37847,109.1
963244,1385,540.0,3653,1.37872,109.1
964335,1386,570.0,4395,1.3778,109.1
965412,1387,520.0,4343,1.36991,109.1
966528,1388,600.0,4489,1.37863,109.1
967055,1389,295.0,2145,1.38233,109.1
967921,1390,485.0,3499,1.38231,109.1
968716,1391,450.0,3205,1.38121,109.1
969677,1392,545.0,3875,1.36544,109.1
970628,1393,580.0,3820,1.35414,109.1
971890,1394,1040.0,5087,1.33583,109.1
973440,1395,935.0,6221,1.33891,109.2
974191,1396,390.0,3009,1.35335,109.2
975239,1397,605.0,4215,1.35842,109.2
976276,1398,555.0,4177,1.3693,109.2
977407,1399,770.0,4551,1.37141,109.2
978323,1400,495.0,3695,1.36816,109.2
979421,1401,600.0,4401,1.37649,109.2
980352,1402,710.0,3763,1.38607,109.2
981796,1403,995.0,5795,1.37959,109.2
983154,1404,965.0,5473,1.37142,109.2
983997,1405,695.0,3407,1.36599,109.2
984631,1406,360.0,2549,1.37846,109.2
985669,1407,570.0,4176,1.37655,109.3
986728,1408,505.0,4251,1.37369,109.3
987857,1409,575.0,4522,1.37836,109.3
988672,1410,570.0,3289,1.37582,109.3
989929,1411,570.0,5060,1.38084,109.3
991502,1412,885.0,6321,1.39246,109.3
992530,1413,800.0,4121,1.38169,109.3
993269,1414,485.0,2995,1.3915,109.3
994440,1415,700.0,4699,1.38943,109.3
995602,1416,575.0,4671,1.3868,109.3
996479,1417,530.0,3541,1.39026,109.3
997813,1418,700.0,5373,1.39562,109.3
998839,1419,600.0,4125,1.40251,109.4
999503,1420,350.0,2675,1.4015,109.4
1000178,1421,345.0,2719,1.39311,109.3
1001145,1422,560.0,3900,1.40639,109.3
1001760,1423,425.0,2475,1.40045,109.3
1003097,1424,915.0,5379,1.39774,109.3
1004385,1425,785.0,5177,1.40482,109.3
1005549,1426,865.0,4695,1.39798,109.4
1006586,1427,755.0,4161,1.40283,109.4
1007216,1428,300.0,2535,1.41321,109.4
1008264,1429,600.0,4209,1.40275,109.4
1009480,1430,650.0,4895,1.39741,109.4
1010479,1431,600.0,4031,1.39717,109.4
1011969,1432,965.0,5995,1.41422,109.4
1013097,1433,535.0,4539,1.42394,109.4
1014127,1434,570.0,4157,1.42354,109.4
1015288,1435,650.0,4675,1.42643,109.4
1016058,1436,435.0,3105,1.42817,109.4
1017374,1437,650.0,5287,1.43858,109.4
1018581,1438,650.0,4845,1.43174,109.5
1019506,1439,605.0,3721,1.43893,109.5
1020509,1440,720.0,4049,1.43389,109.5
1021474,1441,650.0,3875,1.42501,109.5
1022451,1442,635.0,3923,1.43827,109.5
1023510,1443,570.0,4247,1.42943,109.5
1024781,1444,745.0,5099,1.44484,109.5
1025746,1445,605.0,3887,1.45095,109.5
1026647,1446,670.0,3617,1.43968,109.5
1027237,1447,380.0,2393,1.43044,109.5
1028584,1448,800.0,5415,1.42412,109.5
1029684,1449,520.0,4434,1.40911,109.5
1030677,1450,460.0,4003,1.40362,109.5
1032106,1451,730.0,5747,1.40947,109.6
1033462,1452,720.0,5455,1.40352,109.6
1034471,1453,600.0,4065,1.41327,109.6
1035704,1454,800.0,4969,1.4147,109.6
1036728,1455,1015.0,4113,1.42122,109.6
1038071,1456,575.0,5399,1.43321,109.6
1039276,1457,740.0,4839,1.43579,109.6
1039965,1458,575.0,2782,1.4348,109.6
1041167,1459,570.0,4843,1.43427,109.6
1042132,1460,640.0,3901,1.43529,109.6
1043169,1461,600.0,4173,1.43312,109.6
1044312,1462,735.0,4601,1.43748,109.6
1045497,1463,600.0,4779,1.43978,109.7
1047102,1464,915.0,6449,1.44799,109.7
1048237,1465,600.0,4571,1.43863,109.7
1049379,1466,600.0,4587,1.41921,109.7
1050809,1467,720.0,5733,1.41957,109.7
1051671,1468,495.0,3473,1.42898,109.7
1052489,1469,615.0,3295,1.43066,109.7
1054053,1470,1330.0,6283,1.43555,109.7
1054685,1471,305.0,2541,1.43279,109.7
1055605,1472,605.0,3685,1.4381,109.7
1056673,1473,515.0,4295,1.43539,109.7
1057631,1474,905.0,3861,1.43599,109.7
1058665,1475,600.0,4153,1.43608,109.7
1059593,1476,715.0,3747,1.42479,109.8
1060529,1477,430.0,3759,1.42793,109.8
1061911,1478,730.0,5561,1.44197,109.8
1063006,1479,800.0,4413,1.45251,109.8
1064212,1480,760.0,4853,1.46057,109.8
1065205,1481,600.0,3989,1.44305,109.8
1066176,1482,575.0,3911,1.44835,109.8
1067321,1483,605.0,4603,1.45459,109.8
1068141,1484,425.0,3313,1.45261,109.8
1069529,1485,635.0,5593,1.45456,109.8
1070748,1486,800.0,4915,1.43899,109.8
1071457,1487,420.0,2875,1.44044,109.8
1072423,1488,595.0,3889,1.44314,109.8
1073634,1489,600.0,4873,1.45552,109.9
1074622,1490,920.0,3983,1.45499,109.9
1075659,1491,600.0,4187,1.46031,109.9
1076682,1492,600.0,4119,1.46566,109.9
1077971,1493,610.0,5195,1.47031,109.9
1078949,1494,530.0,3937,1.48799,109.9
1080125,1495,800.0,4729,1.48107,109.9
1081616,1496,955.0,5985,1.47168,109.9
1082658,1497,500.0,4199,1.45883,109.9
1083996,1498,725.0,5379,1.45373,109.9
1085003,1499,600.0,4047,1.45581,109.9
1085988,1500,770.0,3959,1.47305,109.9
1087069,1501,605.0,4343,1.47077,110.0
1088263,1502,570.0,4805,1.45406,110.0
1089444,1503,750.0,4757,1.46425,110.0
1090288,1504,445.0,3393,1.46235,110.0
1091314,1505,575.0,4127,1.47101,110.0
1092278,1506,550.0,3889,1.4791,110.0
1093294,1507,545.0,4097,1.47449,110.1
1094339,1508,775.0,4197,1.45454,110.1
1094860,1509,295.0,2103,1.45331,110.1
1096318,1510,1075.0,5847,1.44461,110.1
1097650,1511,725.0,5359,1.43724,110.1
1098919,1512,600.0,5109,1.43396,110.1
1099995,1513,575.0,4339,1.438,110.2
1101053,1514,575.0,4246,1.44321,110.1
1101913,1515,460.0,3455,1.4274,110.1
1102538,1516,420.0,2511,1.4355,110.2
1103854,1517,665.0,5279,1.44009,110.2
1104568,1518,485.0,2881,1.43746,110.2
1105462,1519,450.0,3589,1.44321,110.2
1106425,1520,600.0,3881,1.44929,110.2
1107498,1521,600.0,4331,1.45181,110.2
1108970,1522,735.0,5917,1.4581,110.3
1110424,1523,830.0,5831,1.4508,110.3
1111463,1524,580.0,4173,1.45633,110.3
1112458,1525,600.0,3999,1.45342,110.3
1113545,1526,600.0,4361,1.43909,110.3
1114573,1527,600.0,4123,1.42807,110.4
1115824,1528,600.0,5037,1.41687,110.4
1117362,1529,980.0,6187,1.43355,110.4
1118636,1530,600.0,5127,1.43319,110.4
1119589,1531,600.0,3841,1.44065,110.4
1120675,1532,640.0,4371,1.43814,110.5
1122186,1533,860.0,6085,1.43913,110.5
1123018,1534,320.0,3359,1.44994,110.5
1124120,1535,600.0,4419,1.44945,110.5
1125905,1536,1510.0,7173,1.43977,110.5
1127032,1537,635.0,4539,1.43679,110.6
1127912,1538,600.0,3545,1.45268,110.6
1129103,1539,570.0,4776,1.46152,110.6
1129869,1540,525.0,3098,1.45832,110.6
1131026,1541,775.0,4631,1.46853,110.6
1131928,1542,525.0,3645,1.45286,110.6
1133378,1543,1205.0,5829,1.44358,110.7
1134551,1544,710.0,4723,1.44344,110.7
1135281,1545,420.0,2947,1.43851,110.7
1136581,1546,750.0,5233,1.43052,110.7
1137249,1547,355.0,2699,1.43673,110.7
1137998,1548,485.0,3021,1.43504,110.7
1138973,1549,600.0,3929,1.42788,110.7
1139687,1550,680.0,2865,1.43714,110.7
1140672,1551,600.0,3953,1.43577,110.7
1141771,1552,600.0,4419,1.42696,110.7
1142456,1553,480.0,2769,1.42062,110.7
1143760,1554,845.0,5251,1.42436,110.7
1144970,1555,810.0,4867,1.40711,110.7
1145952,1556,520.0,3947,1.4263,110.7
1147366,1557,855.0,5677,1.44136,110.7
1148515,1558,575.0,4635,1.45607,110.7
1148924,1559,195.0,1675,1.45402,110.7
1149997,1560,610.0,4331,1.44372,110.8
1150622,1561,450.0,2533,1.44023,110.8
1151348,1562,380.0,2939,1.44886,110.8
1152250,1563,465.0,3645,1.44058,110.8
1153241,1564,600.0,3973,1.45675,110.8
1154526,1565,580.0,5157,1.47473,110.8
1155212,1566,395.0,2771,1.45524,110.8
1156486,1567,935.0,5133,1.45722,110.8
1157953,1568,970.0,5887,1.45846,110.8
1158647,1569,585.0,2808,1.4601,110.8
1159653,1570,600.0,4029,1.4857,110.8
1161151,1571,820.0,6031,1.49585,110.8
1161903,1572,475.0,3023,1.49505,110.8
1162871,1573,605.0,3893,1.50272,110.8
1164223,1574,800.0,5449,1.48361,110.8
1165415,1575,695.0,4783,1.47975,110.8
1166750,1576,600.0,5371,1.48533,110.8
1167701,1577,800.0,3825,1.48875,110.8
1168869,1578,600.0,4699,1.48764,110.8
1169711,1579,530.0,3389,1.4792,110.8
1170629,1580,605.0,3697,1.46816,110.8
1171420,1581,640.0,3203,1.46644,110.8
1172678,1582,605.0,5069,1.47522,110.9
1173709,1583,600.0,4155,1.48314,110.9
1174900,1584,600.0,4777,1.48065,110.9
1175779,1585,530.0,3537,1.46978,110.9
1176916,1586,485.0,4569,1.47387,110.9
1177923,1587,615.0,4065,1.47427,110.9
1178771,1588,685.0,3431,1.46542,110.9
1179487,1589,455.0,2897,1.48908,110.9
1180621,1590,610.0,4557,1.49205,110.9
1181821,1591,605.0,4823,1.49246,111.0
1182891,1592,585.0,4295,1.49766,111.0
1183887,1593,605.0,4009,1.48797,111.0
1185410,1594,930.0,6113,1.49278,111.0
1186703,1595,825.0,5189,1.50335,111.0
1187294,1596,275.0,2395,1.4971,111.0
1188199,1597,500.0,3655,1.47095,111.0
1189312,1598,800.0,4485,1.4872,111.0
1190230,1599,540.0,3691,1.47249,111.0
1191112,1600,540.0,3541,1.46911,111.1
1191953,1601,600.0,3381,1.47023,111.1
1192899,1602,600.0,3803,1.45245,111.1
1194155,1603,800.0,5045,1.44845,111.1
1195271,1604,775.0,4477,1.46235,111.1
1196009,1605,440.0,2971,1.47736,111.1
1197079,1606,805.0,4313,1.49432,111.1
1197709,1607,495.0,2531,1.49271,111.1
1198908,1608,605.0,4807,1.49591,111.1
1199996,1609,605.0,4385,1.4928,111.1
1201031,1610,485.0,4155,1.47291,111.1
1202173,1611,605.0,4601,1.48506,111.1
1203306,1612,600.0,4557,1.46236,111.1
1204131,1613,395.0,3337,1.47106,111.2
1204880,1614,465.0,3023,1.49055,111.2
1206265,1615,735.0,5565,1.48246,111.2
1207901,1616,1105.0,6584,1.49897,111.2
1209026,1617,555.0,4517,1.48981,111.2
1210022,1618,600.0,4015,1.49186,111.2
1211492,1619,860.0,5905,1.46602,111.2
1212311,1620,710.0,3315,1.45725,111.3
1213452,1621,600.0,4597,1.45106,111.3
1214529,1622,605.0,4331,1.45599,111.3
1215724,1623,780.0,4801,1.45849,111.3
1217558,1624,1065.0,7355,1.46816,111.3
1218354,1625,425.0,3219,1.45691,111.3
1219390,1626,815.0,4181,1.44633,111.3
1220192,1627,500.0,3243,1.45849,111.4
1221695,1628,860.0,6043,1.47381,111.4
1222832,1629,580.0,4577,1.4942,111.4
1223689,1630,725.0,3455,1.50058,111.4
1224744,1631,800.0,4243,1.50232,111.4
1225935,1632,810.0,4795,1.49499,111.4
1226878,1633,600.0,3801,1.48764,111.4
1228185,1634,555.0,5266,1.47171,111.5
1229124,1635,595.0,3786,1.46318,111.5
1231157,1636,1405.0,8151,1.47137,111.5
1232205,1637,600.0,4217,1.48597,111.5
1232766,1638,325.0,2281,1.48145,111.5
1233762,1639,675.0,4017,1.47972,111.5
1235236,1640,685.0,5931,1.4691,111.5
1236370,1641,800.0,4549,1.46968,111.6
1238152,1642,875.0,7153,1.49771,111.6
1239669,1643,1100.0,6093,1.48472,111.6
1241711,1644,1070.0,8195,1.47786,111.6
1242725,1645,600.0,4087,1.463,111.6
1243878,1646,800.0,4633,1.47687,111.6
1245572,1647,830.0,6791,1.46468,111.7
1246443,1648,500.0,3499,1.46207,111.7
1247908,1649,715.0,5877,1.45994,111.7
1248920,1650,800.0,4085,1.46478,111.7
1250236,1651,600.0,5279,1.47914,111.7
1251289,1652,510.0,4229,1.48125,111.7
1252285,1653,605.0,3997,1.48799,111.8
1253316,1654,555.0,4147,1.48162,111.8
1254657,1655,685.0,5383,1.4843,111.8
1255799,1656,600.0,4585,1.48165,111.8
1257272,1657,1010.0,5929,1.48637,111.8
1258428,1658,600.0,4637,1.46476,111.8
1259202,1659,480.0,3127,1.45791,111.8
1259888,1660,470.0,2769,1.46289,111.8
1260660,1661,540.0,3116,1.463,111.9
1261422,1662,390.0,3075,1.47587,111.9
1262104,1663,585.0,2745,1.49314,111.9
1263470,1664,830.0,5493,1.51139,111.9
1265442,1665,1055.0,7909,1.51383,111.9
1266334,1666,585.0,3583,1.52091,111.9
1267148,1667,695.0,3281,1.5195,111.9
1268398,1668,600.0,5013,1.50698,111.9
1269995,1669,915.0,6403,1.49982,112.0
1272103,1670,1330.0,8445,1.52437,112.0
1273538,1671,730.0,5757,1.52574,112.0
1274701,1672,600.0,4669,1.52652,112.0
1275622,1673,795.0,3718,1.52498,112.0
1276432,1674,460.0,3271,1.50727,112.0
1277475,1675,600.0,4211,1.49768,112.1
1278249,1676,540.0,3132,1.49327,112.1
1279667,1677,980.0,5705,1.47041,112.1
1280474,1678,485.0,3245,1.4787,112.1
1281299,1679,605.0,3305,1.49213,112.1
1282281,1680,600.0,3959,1.52025,112.1
1283041,1681,500.0,3061,1.53136,112.1
1283860,1682,480.0,3301,1.52208,112.1
1284213,1683,165.0,1423,1.52805,112.1
1285010,1684,665.0,3201,1.51934,112.1
1285960,1685,570.0,3817,1.5032,112.2
1286836,1686,575.0,3541,1.50069,112.2
1287627,1687,480.0,3195,1.49638,112.2
1289349,1688,1280.0,6919,1.50269,112.2
1289841,1689,225.0,1985,1.50659,112.2
1291475,1690,1225.0,6565,1.49646,112.2
1292361,1691,600.0,3573,1.49947,112.2
1293284,1692,610.0,3727,1.49449,112.2
1294341,1693,595.0,4261,1.49172,112.3
1295539,1694,825.0,4823,1.49574,112.3
1296563,1695,470.0,4125,1.48508,112.3
1298261,1696,865.0,6828,1.50814,112.3
1299055,1697,600.0,3207,1.5027,112.3
1300512,1698,845.0,5869,1.49895,112.3
1301261,1699,470.0,3021,1.48492,112.3
1302560,1700,815.0,5225,1.48986,112.3
1303398,1701,605.0,3373,1.50687,112.3
1304439,1702,605.0,4201,1.5072,112.3
1305241,1703,475.0,3225,1.49943,112.3
1306805,1704,840.0,6273,1.5041,112.4
1307938,1705,1000.0,4541,1.49163,112.4
1309084,1706,510.0,4613,1.48579,112.4
1310777,1707,955.0,6809,1.49404,112.4
1311766,1708,555.0,3991,1.48653,112.4
1312782,1709,600.0,4085,1.48742,112.4
1313544,1710,545.0,3081,1.4858,112.4
1314357,1711,525.0,3279,1.48924,112.4
1315418,1712,570.0,4267,1.48747,112.5
1316876,1713,890.0,5857,1.50755,112.5
1317653,1714,480.0,3131,1.49653,112.5
1319042,1715,815.0,5571,1.51906,112.5
1320458,1716,1095.0,5681,1.5018,112.5
1322096,1717,985.0,6569,1.50412,112.5
1322889,1718,370.0,3209,1.51346,112.5
1323922,1719,1000.0,4165,1.51705,112.6
1324861,1720,545.0,3779,1.52106,112.6
1326251,1721,860.0,5587,1.53609,112.6
1327317,1722,810.0,4285,1.52776,112.6
1328030,1723,700.0,2887,1.51987,112.6
1329053,1724,800.0,4131,1.50969,112.6
1330573,1725,960.0,6117,1.51434,112.6
1331895,1726,1035.0,5319,1.52808,112.6
1333530,1727,935.0,6554,1.55001,112.7
1334326,1728,470.0,3197,1.54924,112.7
1335462,1729,1005.0,4567,1.52837,112.7
1336812,1730,755.0,5435,1.52236,112.7
1337331,1731,320.0,2097,1.52937,112.7
1338536,1732,600.0,4855,1.52607,112.7
1339571,1733,580.0,4167,1.53711,112.7
1340282,1734,465.0,2865,1.52927,112.7
1341352,1735,600.0,4301,1.53739,112.7
1342809,1736,1030.0,5849,1.53005,112.8
1343545,1737,430.0,2981,1.52284,112.8
1344665,1738,570.0,4515,1.51926,112.8
1345447,1739,455.0,3165,1.51813,112.8
1346449,1740,750.0,4018,1.51849,112.8
1347278,1741,555.0,3337,1.53175,112.8
1348768,1742,930.0,5971,1.53593,112.8
1349603,1743,450.0,3353,1.52655,112.8
1350618,1744,600.0,4069,1.51668,112.8
1351591,1745,600.0,3915,1.51895,112.8
1352649,1746,810.0,4265,1.51177,112.8
1353536,1747,515.0,3579,1.52706,112.8
1355074,1748,775.0,6175,1.52257,112.8
1355941,1749,695.0,3499,1.52032,112.8
1356578,1750,320.0,2573,1.5093,112.8
1358192,1751,1200.0,6486,1.50228,112.8
1358777,1752,425.0,2373,1.50703,112.8
1359734,1753,610.0,3845,1.51387,112.8
1360854,1754,570.0,4499,1.52825,112.8
1362061,1755,555.0,4851,1.53121,112.8
1363004,1756,555.0,3792,1.52017,112.8
1363895,1757,475.0,3593,1.51524,112.8
1365027,1758,745.0,4553,1.5035,112.8
1366242,1759,600.0,4871,1.50039,112.9
1367088,1760,460.0,3415,1.50983,112.9
1368229,1761,600.0,4605,1.51489,112.9
1369978,1762,1070.0,7027,1.52215,112.9
1371852,1763,1110.0,7515,1.50854,112.9
1372839,1764,510.0,3981,1.47871,112.9
1373706,1765,425.0,3497,1.4682,112.9
1375535,1766,1135.0,7341,1.49459,112.9
1377159,1767,1010.0,6509,1.51301,112.9
1378408,1768,740.0,5027,1.51525,112.9
1379297,1769,510.0,3597,1.50867,112.9
1381227,1770,1080.0,7748,1.52133,112.9
1382118,1771,510.0,3587,1.5137,112.9
1383149,1772,580.0,4137,1.52646,112.9
1384288,1773,775.0,4579,1.51972,112.9
1385892,1774,970.0,6446,1.51839,112.9
1386925,1775,600.0,4139,1.52162,112.9
1387845,1776,595.0,3711,1.52005,112.9
1388875,1777,555.0,4135,1.51983,112.9
1390832,1778,1325.0,7859,1.48686,112.9
1391916,1779,610.0,4353,1.47707,112.9
1393144,1780,610.0,4939,1.48988,112.9
1393879,1781,455.0,2951,1.4847,112.9
1395161,1782,710.0,5169,1.49918,112.9
1396836,1783,960.0,6731,1.50756,112.9
1398044,1784,575.0,4859,1.51043,113.0
1398909,1785,615.0,3465,1.50788,113.0
1399863,1786,460.0,3847,1.49613,113.0
1401228,1787,735.0,5475,1.49417,112.9
1403129,1788,1120.0,7635,1.48584,112.9
1404304,1789,680.0,4711,1.51026,112.9
1405073,1790,500.0,3089,1.50736,112.9
1406236,1791,575.0,4660,1.51917,112.9
1407423,1792,860.0,4775,1.54426,112.9
1408948,1793,1015.0,6129,1.54237,112.9
1410342,1794,860.0,5615,1.5482,113.0
1411371,1795,510.0,4135,1.53577,113.0
1411926,1796,385.0,2253,1.54134,113.0
1412821,1797,500.0,3601,1.54955,113.0
1413734,1798,755.0,3678,1.55527,113.0
1415272,1799,1165.0,6181,1.54217,113.0
1416714,1800,1205.0,5793,1.52275,113.0
1417686,1801,600.0,3921,1.51784,113.0
1418388,1802,410.0,2831,1.52143,113.0
1419472,1803,740.0,4371,1.52125,113.0
1421154,1804,1070.0,6745,1.54479,113.0
1422624,1805,810.0,5919,1.54339,113.0
1423643,1806,485.0,4111,1.54922,113.0
1424762,1807,975.0,4481,1.53052,113.0
1425197,1808,205.0,1765,1.51839,113.0
1426398,1809,755.0,4825,1.51818,113.0
1427935,1810,1105.0,6175,1.50978,113.0
1429318,1811,1255.0,5561,1.54407,113.0
1430098,1812,615.0,3145,1.53189,113.0
1431179,1813,500.0,4343,1.52935,113.0
1432581,1814,910.0,5623,1.51654,113.0
1434141,1815,1040.0,6264,1.52309,113.0
1435030,1816,500.0,3579,1.52107,113.0
1436604,1817,975.0,6335,1.51323,113.0
1437680,1818,600.0,4323,1.52353,113.0
1438848,1819,605.0,4689,1.53426,113.0
1439868,1820,540.0,4086,1.54157,113.0
1440741,1821,515.0,3503,1.53049,113.0
1442164,1822,1100.0,5723,1.51307,113.0
1443156,1823,555.0,3977,1.51457,113.0
1444179,1824,615.0,4117,1.51965,113.0
1445620,1825,1015.0,5797,1.51682,113.0
1446720,1826,600.0,4433,1.52015,113.1
1448057,1827,1050.0,5361,1.52161,113.1
1449173,1828,605.0,4479,1.53048,113.1
1450634,1829,870.0,5873,1.5257,113.1
1452511,1830,1210.0,7530,1.51824,113.1
1453686,1831,745.0,4723,1.51115,113.1
1455317,1832,1140.0,6541,1.52632,113.1
1457156,1833,1030.0,7373,1.55231,113.1
1459156,1834,1285.0,8023,1.57012,113.1
1460352,1835,605.0,4797,1.53048,113.1
1461203,1836,500.0,3427,1.52301,113.1
1462967,1837,1150.0,7091,1.52599,113.1
1464589,1838,1150.0,6517,1.53494,113.1
1466178,1839,910.0,6383,1.5335,113.1
1467347,1840,685.0,4703,1.5065,113.1
1468595,1841,730.0,5013,1.52141,113.1
1469378,1842,520.0,3157,1.527,113.1
1470517,1843,600.0,4579,1.52542,113.1
1471560,1844,805.0,4205,1.53453,113.1
1472579,1845,580.0,4101,1.52474,113.1
1473481,1846,500.0,3633,1.5119,113.1
1475046,1847,995.0,6276,1.51239,113.1
1476184,1848,600.0,4563,1.53108,113.1
1477240,1849,610.0,4247,1.5409,113.1
1478268,1850,600.0,4143,1.52804,113.1
1478978,1851,600.0,2849,1.52868,113.1
1480178,1852,600.0,4823,1.50316,113.1
1481619,1853,1010.0,5788,1.49003,113.1
1482590,1854,600.0,3907,1.49218,113.1
1484113,1855,1015.0,6111,1.49618,113.1
1484754,1856,470.0,2593,1.51572,113.2
1485593,1857,605.0,3361,1.51428,113.2
1486465,1858,600.0,3527,1.53702,113.2
1487943,1859,940.0,5943,1.52892,113.2
1488848,1860,765.0,3649,1.51935,113.2
1490279,1861,1085.0,5763,1.5078,113.2
1491280,1862,780.0,4029,1.51802,113.2
1492926,1863,885.0,6617,1.52171,113.2
1494558,1864,1505.0,6545,1.50049,113.2
1496122,1865,990.0,6290,1.48147,113.2
1497220,1866,600.0,4409,1.50091,113.2
1498269,1867,745.0,4233,1.52543,113.2
1499232,1868,600.0,3867,1.5299,113.2
1500364,1869,575.0,4545,1.55145,113.1
1501849,1870,890.0,5951,1.54601,113.1
1503559,1871,1175.0,6862,1.53808,113.2
1504570,1872,590.0,4079,1.53126,113.2
1505861,1873,800.0,5199,1.55337,113.2
1506930,1874,595.0,4289,1.56652,113.2
1508617,1875,1055.0,6789,1.56352,113.2
1510413,1876,1230.0,7201,1.53516,113.2
1511272,1877,605.0,3451,1.54228,113.2
1512336,1878,605.0,4293,1.5357,113.2
1513081,1879,465.0,2995,1.53449,113.2
1513950,1880,555.0,3513,1.54293,113.2
1515463,1881,865.0,6083,1.53463,113.2
1517060,1882,1545.0,6399,1.51884,113.2
1518524,1883,1040.0,5867,1.51023,113.2
1519827,1884,870.0,5243,1.52459,113.2
1520716,1885,600.0,3565,1.50643,113.2
1521553,1886,575.0,3365,1.51275,113.2
1522573,1887,805.0,4085,1.49788,113.2
1524325,1888,1195.0,7023,1.50896,113.3
1525778,1889,805.0,5847,1.52506,113.3
1526943,1890,600.0,4679,1.52294,113.3
1528447,1891,960.0,6034,1.51936,113.3
1530112,1892,1200.0,6687,1.52405,113.3
1531638,1893,925.0,6129,1.51291,113.3
1532757,1894,700.0,4499,1.50288,113.3
1533945,1895,775.0,4785,1.50446,113.3
1534749,1896,865.0,3233,1.51784,113.3
1535610,1897,610.0,3469,1.53046,113.3
1536533,1898,575.0,3728,1.52806,113.3
1537273,1899,465.0,2987,1.5227,113.3
1538833,1900,850.0,6259,1.50205,113.4
1539502,1901,480.0,2705,1.49085,113.4
1540961,1902,900.0,5875,1.52423,113.4
1541725,1903,660.0,3071,1.55071,113.4
1542940,1904,805.0,4883,1.55923,113.4
1543662,1905,470.0,2905,1.55629,113.4
1544351,1906,470.0,2769,1.53479,113.4
1545768,1907,940.0,5689,1.53077,113.4
1546591,1908,490.0,3311,1.52813,113.4
1547583,1909,575.0,4009,1.5293,113.4
1548177,1910,470.0,2401,1.53215,113.4
1549160,1911,800.0,3953,1.53976,113.4
1550056,1912,695.0,3615,1.5287,113.4
1551356,1913,830.0,5231,1.52949,113.4
1552472,1914,520.0,4491,1.53269,113.4
1553435,1915,600.0,3863,1.52461,113.5
1555209,1916,1730.0,7123,1.53762,113.5
1556748,1917,835.0,6177,1.52723,113.5
1557650,1918,515.0,3633,1.51209,113.5
1559185,1919,1085.0,6171,1.49868,113.5
1560504,1920,575.0,5295,1.52143,113.5
1562151,1921,935.0,6621,1.54141,113.5
1563149,1922,600.0,4023,1.55581,113.5
1564452,1923,950.0,5249,1.54704,113.6
1565857,1924,1065.0,5637,1.54163,113.6
1567302,1925,1255.0,5805,1.50821,113.6
