paso,episodio,puntaje,pasos_episodio,perdida_media,pasos_por_segundo
414468,668,225.0,1827,1.55369,131.7
415417,669,430.0,3831,1.54389,131.7
415857,670,225.0,1781,1.54043,131.7
416428,671,265.0,2297,1.53618,131.6
416984,672,300.0,2263,1.53509,131.6
417562,673,300.0,2331,1.53446,131.6
418183,674,315.0,2505,1.52833,131.6
418664,675,280.0,1943,1.53066,131.6
419080,676,95.0,1685,1.52975,131.6
419814,677,450.0,2963,1.53734,131.6
420648,678,610.0,3373,1.54132,131.6
421135,679,190.0,1963,1.53842,131.6
421622,680,205.0,1979,1.54266,131.6
422140,681,285.0,2095,1.54844,131.6
422586,682,225.0,1801,1.55195,131.6
423111,683,235.0,2131,1.5501,131.6
423490,684,85.0,1537,1.54489,131.6
424258,685,335.0,3105,1.53266,131.6
424697,686,220.0,1783,1.5278,131.5
425433,687,525.0,2973,1.52448,131.5
425915,688,285.0,1941,1.5177,131.5
426406,689,280.0,1979,1.50926,131.5
427121,690,370.0,2877,1.50114,131.5
427650,691,260.0,2131,1.49834,131.5
428206,692,265.0,2253,1.49324,131.5
429071,693,605.0,3483,1.49122,131.5
429552,694,150.0,1947,1.48964,131.5
430081,695,230.0,2151,1.49187,131.5
430629,696,225.0,2217,1.49109,131.5
431252,697,390.0,2503,1.48758,131.5
431908,698,320.0,2663,1.48884,131.5
432710,699,405.0,3220,1.5,131.5
433229,700,290.0,2103,1.49837,131.5
433675,701,225.0,1805,1.4929,131.5
434132,702,210.0,1853,1.49382,131.5
434654,703,275.0,2125,1.48934,131.5
434979,704,85.0,1335,1.48622,131.5
435468,705,260.0,1973,1.48433,131.5
435986,706,285.0,2083,1.48695,131.5
436665,707,340.0,2747,1.47973,131.5
437151,708,250.0,1971,1.48324,131.5
437633,709,265.0,1967,1.48431,131.5
438332,710,435.0,2815,1.49434,131.5
439005,711,320.0,2723,1.49996,131.5
439684,712,375.0,2757,1.50337,131.4
440416,713,395.0,2959,1.49379,131.4
441188,714,705.0,3111,1.48761,131.4
441775,715,345.0,2361,1.47893,131.4
442258,716,265.0,1965,1.46412,131.4
442927,717,410.0,2701,1.45732,131.4
443705,718,595.0,3137,1.45221,131.4
444407,719,480.0,2847,1.45328,131.4
444968,720,325.0,2275,1.44697,131.4
445539,721,330.0,2307,1.45561,131.4
446354,722,405.0,3289,1.45686,131.4
446944,723,350.0,2371,1.46027,131.4
447594,724,385.0,2633,1.46075,131.4
448368,725,355.0,3111,1.45964,131.4
448851,726,235.0,1961,1.46232,131.4
449662,727,475.0,3269,1.45371,131.3
450434,728,410.0,3113,1.4545,131.3
451113,729,405.0,2755,1.45376,131.3
451838,730,420.0,2915,1.46097,131.2
452483,731,335.0,2597,1.4538,131.2
453295,732,585.0,3271,1.45763,131.2
453891,733,345.0,2397,1.45962,131.2
454466,734,315.0,2319,1.46281,113.4
455142,735,380.0,2721,1.46384,113.4
455855,736,375.0,2873,1.46326,113.4
456695,737,470.0,3391,1.47352,113.4
457587,738,720.0,3591,1.47407,113.5
458068,739,175.0,1955,1.47153,113.5
458854,740,570.0,3159,1.46629,113.5
459524,741,600.0,2695,1.45982,113.5
460376,742,500.0,3433,1.46112,102.1
461050,743,405.0,2727,1.45946,102.1
461815,744,490.0,3101,1.46804,102.1
462562,745,520.0,3029,1.47073,102.2
463137,746,255.0,2323,1.4618,102.2
463762,747,360.0,2531,1.46562,102.2
464831,748,600.0,4309,1.45742,102.3
465358,749,300.0,2135,1.44872,102.3
465968,750,185.0,2471,1.4501,102.4
466536,751,335.0,2305,1.45256,102.0
467252,752,320.0,2893,1.45188,102.0
468059,753,570.0,3243,1.45294,102.0
468680,754,195.0,2525,1.45281,102.1
469751,755,600.0,4303,1.44635,102.1
470365,756,385.0,2473,1.44556,102.1
471031,757,405.0,2683,1.4549,102.1
471720,758,380.0,2795,1.44979,102.2
472465,759,610.0,3007,1.44974,102.2
473001,760,300.0,2175,1.45819,102.2
473828,761,460.0,3337,1.47069,102.3
474439,762,330.0,2457,1.46756,102.3
474943,763,185.0,2045,1.46351,102.3
475435,764,235.0,1981,1.47281,102.3
476053,765,400.0,2505,1.47752,102.3
476642,766,300.0,2385,1.48725,102.3
477323,767,295.0,2742,1.48246,102.4
477966,768,400.0,2589,1.4865,102.4
478769,769,510.0,3251,1.48554,102.4
479453,770,450.0,2763,1.47857,102.4
479992,771,320.0,2167,1.47922,102.5
481033,772,785.0,4193,1.47575,102.5
481523,773,235.0,1983,1.47393,102.5
482172,774,220.0,2617,1.4713,102.5
482848,775,295.0,2739,1.47835,102.6
483424,776,280.0,2341,1.48079,102.6
484223,777,395.0,3227,1.48557,102.6
484746,778,310.0,2113,1.48605,102.6
485216,779,205.0,1919,1.4852,102.7
485921,780,450.0,2859,1.4878,102.7
486899,781,490.0,3935,1.4881,102.7
487578,782,420.0,2743,1.48634,102.8
488353,783,565.0,3125,1.47756,102.8
488926,784,265.0,2325,1.46654,102.8
489728,785,515.0,3233,1.46941,102.8
490509,786,500.0,3155,1.47543,102.8
491120,787,295.0,2473,1.4767,102.9
491794,788,575.0,2709,1.47005,102.9
492842,789,600.0,4207,1.47149,102.9
493532,790,200.0,2801,1.47275,103.0
494181,791,335.0,2635,1.47225,103.0
494677,792,210.0,2003,1.46927,103.0
495413,793,445.0,2957,1.46578,103.0
496052,794,185.0,2589,1.46018,103.1
496574,795,175.0,2125,1.45985,103.1
497250,796,420.0,2739,1.45923,103.1
497865,797,560.0,2481,1.46445,103.1
498807,798,615.0,3781,1.45078,103.1
499795,799,755.0,3993,1.45588,103.2
500411,800,300.0,2497,1.46962,103.1
500942,801,300.0,2161,1.46839,103.1
501742,802,440.0,3235,1.47177,103.2
502915,803,605.0,4727,1.48206,103.2
503735,804,500.0,3313,1.4815,103.2
504870,805,585.0,4562,1.46876,103.2
505586,806,385.0,2889,1.45926,103.3
506072,807,185.0,1981,1.46401,103.3
506926,808,655.0,3447,1.46449,103.3
507671,809,500.0,2995,1.45787,103.3
508283,810,485.0,2463,1.45856,103.3
508845,811,295.0,2269,1.46178,103.4
509536,812,495.0,2793,1.46748,103.4
510384,813,610.0,3403,1.4708,103.4
510917,814,300.0,2143,1.46853,103.4
511448,815,300.0,2143,1.47513,103.4
512331,816,670.0,3563,1.47227,103.4
512872,817,270.0,2177,1.48023,103.4
514169,818,680.0,5211,1.47366,103.5
514607,819,225.0,1783,1.48186,103.5
515391,820,440.0,3159,1.485,103.5
516118,821,305.0,2929,1.49559,103.5
516887,822,670.0,3109,1.50286,103.5
518012,823,605.0,4519,1.49662,103.5
518829,824,550.0,3303,1.50023,103.6
519811,825,520.0,3951,1.49542,103.6
520522,826,580.0,2860,1.48677,103.6
521057,827,300.0,2167,1.47863,103.6
521505,828,185.0,1803,1.46806,103.6
521954,829,250.0,1819,1.4697,103.6
522630,830,620.0,2741,1.46319,103.6
523293,831,325.0,2683,1.44696,103.7
523790,832,205.0,2005,1.44879,103.7
524320,833,260.0,2137,1.44888,103.7
524765,834,185.0,1801,1.45139,103.7
525447,835,420.0,2755,1.4566,103.7
526063,836,320.0,2491,1.46048,103.7
526771,837,345.0,2869,1.45654,103.7
527238,838,175.0,1883,1.45965,103.7
527776,839,285.0,2193,1.45313,103.8
528785,840,605.0,4057,1.45865,103.8
529230,841,195.0,1811,1.46077,103.8
530165,842,645.0,3773,1.45771,103.8
530760,843,200.0,2401,1.4593,103.8
531240,844,215.0,1947,1.46703,103.8
532065,845,520.0,3337,1.47014,103.8
532760,846,595.0,2807,1.46641,103.9
533320,847,480.0,2263,1.45895,103.9
533859,848,300.0,2167,1.46656,103.9
534255,849,180.0,1623,1.46422,103.9
534986,850,350.0,2959,1.45839,103.9
535567,851,345.0,2365,1.45722,103.9
536563,852,570.0,4023,1.45246,103.9
537237,853,435.0,2735,1.45826,104.0
538100,854,375.0,3481,1.44404,104.0
539112,855,410.0,4081,1.44823,104.0
539792,856,410.0,2759,1.44864,104.0
540277,857,195.0,1967,1.45053,104.0
541386,858,600.0,4453,1.4451,104.0
542010,859,235.0,2511,1.44682,104.1
542549,860,295.0,2173,1.44597,104.1
543602,861,430.0,4249,1.4368,104.1
544228,862,500.0,2517,1.44213,104.1
544844,863,340.0,2489,1.4484,104.1
545522,864,240.0,2749,1.43716,104.1
546588,865,770.0,4295,1.43626,104.2
547282,866,590.0,2803,1.4418,104.2
547861,867,305.0,2355,1.43678,104.2
548600,868,385.0,2983,1.43172,104.2
549386,869,490.0,3163,1.44403,104.2
550358,870,470.0,3903,1.45738,104.2
551033,871,355.0,2723,1.45649,104.3
551846,872,465.0,3271,1.47246,104.3
552327,873,215.0,1961,1.47479,104.3
553161,874,575.0,3375,1.47092,104.3
553931,875,435.0,3105,1.46357,104.3
554399,876,225.0,1889,1.46048,104.3
555080,877,375.0,2745,1.45795,104.3
556132,878,755.0,4225,1.43996,104.3
556778,879,410.0,2623,1.44306,104.4
557501,880,325.0,2931,1.4336,104.4
558049,881,195.0,2211,1.42419,104.4
558812,882,470.0,3077,1.42464,104.4
559374,883,345.0,2277,1.43662,104.4
560394,884,585.0,4109,1.43725,104.4
561158,885,440.0,3093,1.43507,104.4
561723,886,315.0,2299,1.4494,104.4
562906,887,570.0,4763,1.43977,104.5
563506,888,395.0,2439,1.43465,104.5
564602,889,790.0,4425,1.43276,104.5
565330,890,400.0,2923,1.44091,104.5
566410,891,470.0,4333,1.44103,104.5
567082,892,395.0,2727,1.43936,104.5
568089,893,725.0,4053,1.45184,104.6
569212,894,605.0,4511,1.44272,104.6
569940,895,390.0,2945,1.44979,104.6
570930,896,455.0,3987,1.4524,104.6
571497,897,280.0,2291,1.45348,104.6
572130,898,530.0,2551,1.44898,104.6
572662,899,310.0,2161,1.461,104.7
573441,900,430.0,3139,1.46538,104.7
574019,901,345.0,2325,1.4647,104.7
574954,902,570.0,3771,1.47071,104.7
575423,903,195.0,1893,1.47734,104.7
576218,904,445.0,3195,1.4791,104.7
576718,905,205.0,2027,1.47665,104.7
577480,906,375.0,3075,1.47065,104.8
578404,907,555.0,3709,1.4566,104.8
579171,908,570.0,3087,1.4501,104.8
579866,909,440.0,2819,1.44429,104.8
580333,910,210.0,1907,1.43631,104.8
581016,911,430.0,2763,1.43082,104.8
581623,912,300.0,2445,1.42862,104.8
582340,913,390.0,2901,1.43852,104.8
582892,914,295.0,2219,1.44094,104.9
583582,915,405.0,2775,1.44631,104.9
584111,916,195.0,2133,1.44592,104.9
585071,917,600.0,3877,1.44765,104.9
585626,918,355.0,2241,1.45736,104.9
586392,919,365.0,3083,1.45325,104.9
587248,920,830.0,3457,1.43561,104.9
588161,921,485.0,3691,1.43323,105.0
589098,922,550.0,3773,1.44366,105.0
589783,923,500.0,2773,1.43054,105.0
590285,924,195.0,2037,1.4284,105.0
590967,925,365.0,2747,1.43319,105.0
591567,926,340.0,2429,1.4369,105.0
592446,927,545.0,3549,1.42455,105.0
593155,928,295.0,2873,1.42702,105.0
593988,929,390.0,3357,1.42514,105.1
594640,930,360.0,2625,1.4303,105.1
595294,931,340.0,2637,1.43391,105.1
595956,932,295.0,2668,1.43818,105.1
596597,933,310.0,2583,1.43646,105.1
596891,934,120.0,1197,1.43878,105.1
597425,935,195.0,2151,1.43902,105.1
598115,936,295.0,2775,1.44884,105.1
598693,937,305.0,2327,1.45176,105.1
599246,938,250.0,2249,1.45156,105.2
599684,939,240.0,1767,1.45493,105.2
600509,940,395.0,3331,1.45909,105.1
601383,941,860.0,3511,1.45627,105.1
602325,942,635.0,3801,1.4414,105.2
603146,943,230.0,3311,1.44494,105.2
604042,944,455.0,3625,1.42318,105.2
605007,945,455.0,3899,1.41279,105.2
605880,946,475.0,3513,1.43152,105.2
606609,947,400.0,2943,1.42217,105.2
607159,948,360.0,2225,1.41711,105.2
607757,949,255.0,2403,1.42082,105.3
608310,950,280.0,2225,1.42592,105.3
608811,951,220.0,2045,1.42629,105.3
609641,952,570.0,3341,1.40622,105.3
610309,953,375.0,2711,1.407,105.3
610905,954,215.0,2421,1.41678,105.3
611614,955,295.0,2839,1.41069,105.3
612561,956,430.0,3809,1.41332,105.3
613231,957,305.0,2711,1.41871,105.3
614296,958,585.0,4291,1.41786,105.4
614793,959,255.0,2023,1.41156,105.4
615337,960,500.0,2193,1.41681,105.4
615912,961,425.0,2331,1.42627,105.4
617022,962,455.0,4477,1.42335,105.4
617708,963,280.0,2753,1.42435,105.4
618690,964,375.0,3966,1.42425,105.4
619496,965,325.0,3243,1.41852,105.4
620212,966,305.0,2885,1.41061,105.4
621276,967,645.0,4285,1.40475,105.5
622249,968,410.0,3923,1.41644,105.5
623004,969,280.0,3049,1.42905,105.5
623685,970,290.0,2753,1.4276,105.5
624393,971,260.0,2851,1.4305,105.5
625708,972,745.0,5290,1.42678,105.5
626398,973,240.0,2789,1.41444,105.5
627255,974,315.0,3467,1.40808,105.5
628249,975,435.0,3991,1.40885,105.6
628784,976,230.0,2179,1.40337,105.6
629598,977,275.0,3273,1.40959,105.6
630318,978,335.0,2919,1.40684,105.6
631087,979,325.0,3109,1.39735,105.6
631759,980,275.0,2711,1.39583,105.6
632686,981,575.0,3741,1.38747,105.6
633234,982,220.0,2221,1.38789,105.6
633712,983,275.0,1925,1.38399,105.6
634767,984,610.0,4241,1.39165,105.6
635465,985,295.0,2805,1.38235,105.7
636166,986,320.0,2829,1.38653,105.7
637310,987,800.0,4617,1.40314,105.7
637784,988,180.0,1925,1.40084,105.7
638262,989,125.0,1945,1.39854,105.7
638760,990,190.0,2029,1.39579,105.7
639700,991,485.0,3775,1.39161,105.7
640207,992,135.0,2067,1.4027,105.7
641044,993,605.0,3369,1.40249,105.7
641541,994,175.0,2005,1.40821,105.7
642093,995,220.0,2233,1.413,105.7
642711,996,200.0,2489,1.4207,105.8
643419,997,275.0,2861,1.43028,105.8
644244,998,620.0,3315,1.43009,105.8
644891,999,205.0,2613,1.42709,105.8
645567,1000,135.0,2719,1.42438,105.8
646217,1001,295.0,2631,1.42763,105.8
646940,1002,325.0,2927,1.42163,105.8
647385,1003,155.0,1819,1.41864,105.8
647901,1004,180.0,2089,1.41239,105.8
648479,1005,250.0,2331,1.4071,105.8
649354,1006,355.0,3522,1.41484,105.8
649830,1007,205.0,1931,1.41179,105.8
650549,1008,290.0,2911,1.41547,105.9
651469,1009,410.0,3707,1.42338,105.9
652442,1010,365.0,3911,1.4127,105.9
652982,1011,240.0,2185,1.41079,105.9
654225,1012,545.0,4982,1.40576,105.9
655112,1013,490.0,3563,1.40815,105.9
656201,1014,545.0,4395,1.40956,105.9
656877,1015,270.0,2743,1.41982,105.9
657555,1016,340.0,2732,1.4161,105.9
658310,1017,230.0,3049,1.40832,106.0
659124,1018,620.0,3287,1.3957,106.0
659762,1019,320.0,2583,1.39026,106.0
660277,1020,180.0,2095,1.39464,106.0
660793,1021,175.0,2085,1.39859,106.0
661661,1022,475.0,3507,1.40331,106.0
662633,1023,445.0,3913,1.42306,106.0
663730,1024,475.0,4411,1.42541,106.0
664277,1025,250.0,2227,1.42649,106.0
664851,1026,245.0,2319,1.4258,106.0
666149,1027,800.0,5225,1.42838,106.1
666920,1028,430.0,3117,1.42292,106.1
668112,1029,575.0,4803,1.42546,106.1
668913,1030,430.0,3217,1.41688,106.1
669668,1031,320.0,3029,1.41131,106.1
670833,1032,550.0,4675,1.40318,106.1
671440,1033,260.0,2439,1.41851,106.1
672553,1034,885.0,4489,1.40647,106.1
673381,1035,440.0,3345,1.42003,106.2
674159,1036,360.0,3136,1.41261,106.2
674740,1037,230.0,2357,1.42019,106.2
675328,1038,205.0,2373,1.40915,106.2
676036,1039,305.0,2851,1.41621,106.2
676645,1040,230.0,2471,1.41602,106.2
677479,1041,385.0,3369,1.39636,106.2
678200,1042,315.0,2899,1.40312,106.2
678978,1043,535.0,3151,1.40203,106.2
679633,1044,365.0,2633,1.4095,106.2
680427,1045,555.0,3191,1.40653,106.2
681272,1046,295.0,3409,1.40716,106.3
681810,1047,245.0,2173,1.40182,106.3
682329,1048,175.0,2097,1.39686,106.3
683264,1049,830.0,3775,1.38244,106.3
684048,1050,320.0,3149,1.36398,106.3
684851,1051,600.0,3223,1.35643,106.3
685728,1052,430.0,3537,1.35686,106.3
686896,1053,715.0,4685,1.36153,106.3
687765,1054,275.0,3495,1.35757,106.3
688609,1055,580.0,3399,1.37608,106.3
689421,1056,335.0,3265,1.37915,106.4
689937,1057,195.0,2075,1.37072,106.4
690909,1058,655.0,3929,1.37528,106.4
691868,1059,635.0,3861,1.38341,106.4
692657,1060,310.0,3179,1.37892,106.4
693497,1061,335.0,3385,1.37546,106.4
694546,1062,490.0,4237,1.3802,106.4
695585,1063,655.0,4195,1.37333,106.4
696277,1064,325.0,2791,1.37189,106.4
697007,1065,410.0,2941,1.37962,106.5
697808,1066,670.0,3243,1.37267,106.5
698965,1067,525.0,4641,1.3657,106.5
699640,1068,320.0,2728,1.35505,106.5
700271,1069,285.0,2561,1.35656,106.5
701158,1070,490.0,3575,1.35455,106.5
702168,1071,520.0,4075,1.34463,106.5
703017,1072,400.0,3421,1.34868,106.6
703988,1073,455.0,3905,1.35609,106.6
705092,1074,485.0,4433,1.34929,106.6
705737,1075,335.0,2621,1.35027,106.6
706472,1076,305.0,2963,1.34779,106.6
707781,1077,605.0,5259,1.35187,106.6
708481,1078,335.0,2839,1.36316,106.6
709357,1079,645.0,3535,1.37811,106.6
710007,1080,265.0,2635,1.37618,106.6
710593,1081,310.0,2375,1.36722,106.6
711292,1082,340.0,2817,1.37253,106.7
712425,1083,575.0,4559,1.36573,106.7
713117,1084,435.0,2801,1.36042,106.7
713777,1085,305.0,2675,1.35935,106.7
714933,1086,600.0,4635,1.35157,106.7
715802,1087,755.0,3511,1.34421,106.7
716963,1088,600.0,4675,1.34395,106.7
717656,1089,310.0,2797,1.3466,106.7
718265,1090,380.0,2459,1.34137,106.7
719305,1091,605.0,4185,1.34017,106.8
720226,1092,365.0,3719,1.33553,106.8
720744,1093,205.0,2097,1.33052,106.8
721665,1094,570.0,3701,1.32136,106.8
722539,1095,410.0,3515,1.33379,106.8
723452,1096,480.0,3673,1.33664,106.8
724637,1097,600.0,4773,1.34326,106.8
725819,1098,745.0,4749,1.3435,106.9
726532,1099,270.0,2881,1.34033,106.9
727524,1100,410.0,4001,1.34147,106.9
728404,1101,635.0,3561,1.34626,106.9
729250,1102,790.0,3413,1.34942,106.9
729876,1103,360.0,2537,1.33731,106.9
730713,1104,430.0,3371,1.3428,106.9
731611,1105,625.0,3613,1.34468,106.9
732607,1106,485.0,4013,1.34706,106.9
733267,1107,395.0,2659,1.347,107.0
734216,1108,455.0,3825,1.35896,107.0
735077,1109,620.0,3463,1.36015,107.0
736148,1110,600.0,4297,1.36414,107.0
737098,1111,345.0,3817,1.35545,107.0
737475,1112,145.0,1533,1.36194,107.0
738193,1113,335.0,2895,1.35952,107.0
738686,1114,135.0,2001,1.35679,107.0
739182,1115,130.0,1995,1.35153,107.0
739896,1116,425.0,2895,1.35607,107.0
740646,1117,180.0,3017,1.35265,107.0
741120,1118,185.0,1931,1.35364,107.1
741868,1119,395.0,3007,1.36693,107.1
742652,1120,340.0,3148,1.36758,107.1
743161,1121,200.0,2077,1.36253,107.1
743812,1122,500.0,2641,1.36354,107.1
744387,1123,270.0,2321,1.36233,107.1
745263,1124,475.0,3527,1.36833,107.1
746384,1125,545.0,4509,1.36804,107.1
746920,1126,220.0,2181,1.3725,107.1
747754,1127,445.0,3359,1.37616,107.1
748267,1128,170.0,2089,1.37783,107.1
748968,1129,225.0,2825,1.37601,107.1
750075,1130,600.0,4435,1.36416,107.1
751036,1131,670.0,3875,1.3614,107.2
751539,1132,175.0,2023,1.35762,107.2
752357,1133,425.0,3285,1.35694,107.2
753199,1134,325.0,3391,1.35914,107.2
754079,1135,345.0,3545,1.35878,107.2
754479,1136,135.0,1613,1.35802,107.2
755208,1137,400.0,2937,1.3589,107.2
756029,1138,700.0,3325,1.36725,107.2
756817,1139,430.0,3165,1.37219,107.2
757479,1140,185.0,2659,1.38314,107.2
758344,1141,335.0,3485,1.38412,107.2
759043,1142,335.0,2807,1.39405,107.2
759491,1143,130.0,1809,1.40251,107.2
760324,1144,470.0,3357,1.39571,107.2
760635,1145,80.0,1261,1.3952,107.2
761108,1146,175.0,1913,1.4032,107.2
761813,1147,345.0,2853,1.40034,107.3
762670,1148,580.0,3441,1.39063,107.3
763380,1149,300.0,2865,1.39013,107.3
764236,1150,420.0,3459,1.3739,107.3
765402,1151,950.0,4687,1.38678,107.3
765883,1152,220.0,1951,1.38587,107.3
766652,1153,310.0,3109,1.39098,107.3
767302,1154,315.0,2615,1.39451,107.3
767666,1155,180.0,1479,1.39121,107.3
768500,1156,345.0,3367,1.39627,107.3
769216,1157,345.0,2885,1.38423,107.3
769613,1158,100.0,1621,1.3888,107.3
770656,1159,580.0,4211,1.38098,107.3
771385,1160,345.0,2949,1.36889,107.3
772117,1161,340.0,2949,1.37161,107.4
772804,1162,470.0,2773,1.36426,107.4
773430,1163,250.0,2529,1.37614,107.4
773988,1164,190.0,2255,1.38125,107.4
774483,1165,185.0,2001,1.38514,107.4
775319,1166,845.0,3361,1.39904,107.4
775916,1167,260.0,2429,1.40119,107.4
776359,1168,220.0,1805,1.40082,107.4
776782,1169,185.0,1713,1.40708,107.4
777100,1170,100.0,1307,1.40714,107.4
777946,1171,530.0,3423,1.40342,107.4
778447,1172,185.0,2023,1.40285,107.4
779134,1173,390.0,2761,1.40084,107.4
779490,1174,130.0,1453,1.39937,107.4
780081,1175,320.0,2387,1.40026,107.4
780586,1176,190.0,2033,1.39939,107.4
781647,1177,605.0,4281,1.39983,107.4
782481,1178,625.0,3357,1.39287,107.4
783512,1179,600.0,4151,1.39618,107.5
784245,1180,615.0,2961,1.39017,107.5
784631,1181,110.0,1573,1.3959,107.5
785040,1182,85.0,1675,1.39736,107.5
785742,1183,560.0,2839,1.38869,107.5
786151,1184,155.0,1671,1.38553,107.5
786853,1185,415.0,2827,1.38536,107.5
787462,1186,315.0,2459,1.38432,107.5
788248,1187,440.0,3175,1.39566,107.5
789023,1188,415.0,3133,1.38876,107.5
789629,1189,375.0,2461,1.38601,107.5
790655,1190,780.0,4139,1.39299,107.5
791662,1191,720.0,4047,1.38973,107.5
792128,1192,190.0,1889,1.38266,107.5
793079,1193,725.0,3837,1.38165,107.5
793512,1194,160.0,1755,1.38146,107.5
794363,1195,295.0,3417,1.37273,107.5
795212,1196,470.0,3431,1.37696,107.5
795675,1197,130.0,1877,1.37755,107.6
796396,1198,265.0,2909,1.374,107.6
796806,1199,90.0,1669,1.37897,107.6
797428,1200,265.0,2501,1.38016,107.6
798006,1201,360.0,2329,1.37783,107.6
798855,1202,395.0,3429,1.3723,107.6
799373,1203,230.0,2107,1.37776,107.6
800020,1204,340.0,2622,1.37375,107.5
801073,1205,545.0,4239,1.37198,107.5
801456,1206,105.0,1559,1.36961,107.5
801930,1207,195.0,1935,1.36895,107.6
802547,1208,320.0,2483,1.36502,107.6
803373,1209,345.0,3341,1.35698,107.6
804003,1210,310.0,2549,1.35883,107.6
804472,1211,185.0,1901,1.34888,107.6
805055,1212,340.0,2371,1.36038,107.6
805538,1213,180.0,1943,1.36414,107.6
806242,1214,445.0,2851,1.36709,107.6
807091,1215,345.0,3411,1.3748,107.6
808226,1216,745.0,4573,1.37467,107.6
808997,1217,470.0,3097,1.37479,107.6
809662,1218,345.0,2668,1.35973,107.6
810307,1219,320.0,2595,1.35474,107.6
811077,1220,355.0,3093,1.34777,107.6
811769,1221,420.0,2781,1.35962,107.6
812740,1222,685.0,3917,1.34766,107.6
813597,1223,530.0,3453,1.35653,107.6
814790,1224,600.0,4801,1.36089,107.7
815381,1225,325.0,2387,1.35344,107.7
816097,1226,325.0,2893,1.35164,107.7
816966,1227,470.0,3491,1.35304,107.7
817304,1228,130.0,1393,1.35242,107.7
818234,1229,645.0,3735,1.36008,107.7
818896,1230,355.0,2679,1.36035,107.7
820076,1231,780.0,4755,1.3574,107.7
820617,1232,210.0,2183,1.35667,107.7
821442,1233,455.0,3331,1.36597,107.7
822047,1234,350.0,2445,1.368,107.7
823121,1235,600.0,4309,1.35959,107.7
824043,1236,630.0,3715,1.36152,107.7
825000,1237,600.0,3855,1.35526,107.7
826004,1238,555.0,4057,1.33366,107.7
826768,1239,655.0,3093,1.34451,107.7
827305,1240,295.0,2159,1.33868,107.8
827932,1241,345.0,2525,1.33979,107.8
828792,1242,425.0,3453,1.33273,107.8
829939,1243,500.0,4611,1.34444,107.8
830568,1244,275.0,2531,1.35545,107.8
831687,1245,495.0,4505,1.35262,107.8
832478,1246,480.0,3175,1.34925,107.8
833166,1247,430.0,2779,1.35287,107.8
833828,1248,310.0,2671,1.36007,107.8
834675,1249,425.0,3421,1.36313,107.8
835819,1250,1000.0,4591,1.36982,107.8
836615,1251,425.0,3203,1.37722,107.8
837639,1252,545.0,4109,1.36878,107.8
838825,1253,860.0,4771,1.34594,107.8
839603,1254,455.0,3121,1.35296,107.9
840409,1255,455.0,3245,1.35978,107.9
841439,1256,1005.0,4149,1.36912,107.9
842140,1257,455.0,2839,1.36786,107.9
843179,1258,455.0,4191,1.36499,107.9
844354,1259,525.0,4733,1.34986,107.9
845021,1260,430.0,2701,1.35096,107.9
845850,1261,400.0,3335,1.35806,107.9
846549,1262,350.0,2813,1.36298,107.9
847605,1263,600.0,4239,1.37218,107.9
848874,1264,775.0,5106,1.37259,107.9
850551,1265,1145.0,6739,1.35531,107.9
851760,1266,555.0,4875,1.35115,108.0
852381,1267,290.0,2523,1.34883,108.0
853422,1268,605.0,4181,1.35721,108.0
854465,1269,665.0,4213,1.35401,108.0
855484,1270,460.0,4115,1.35696,108.0
857231,1271,1065.0,7021,1.35437,108.0
858204,1272,520.0,3921,1.36064,108.0
858711,1273,240.0,2065,1.36798,108.0
859337,1274,230.0,2537,1.35967,108.0
860267,1275,540.0,3741,1.36457,108.0
860967,1276,285.0,2839,1.3665,108.0
861848,1277,480.0,3551,1.37933,108.0
862643,1278,390.0,3201,1.37373,108.0
863708,1279,700.0,4281,1.38043,108.0
864597,1280,770.0,3564,1.38587,108.1
865549,1281,770.0,3837,1.37658,108.1
866559,1282,680.0,4065,1.38286,108.1
867357,1283,655.0,3205,1.38526,108.1
868706,1284,1110.0,5423,1.38033,108.1
869627,1285,490.0,3715,1.37835,108.1
870547,1286,665.0,3719,1.37554,108.1
871107,1287,230.0,2251,1.3719,108.1
871857,1288,480.0,3017,1.36956,108.1
872835,1289,600.0,3929,1.37259,108.1
873747,1290,600.0,3661,1.36389,108.1
874734,1291,490.0,3961,1.36284,108.1
875678,1292,680.0,3789,1.37348,108.1
876379,1293,400.0,2827,1.37355,108.1
877339,1294,570.0,3860,1.37186,108.2
878558,1295,600.0,4905,1.37629,108.2
879462,1296,600.0,3629,1.35627,108.2
880158,1297,410.0,2809,1.35259,108.2
881283,1298,525.0,4513,1.37274,108.2
882299,1299,860.0,4077,1.37262,108.2
883512,1300,605.0,4867,1.39407,108.2
884425,1301,575.0,3693,1.37587,108.2
885172,1302,395.0,3023,1.3693,108.2
885951,1303,550.0,3141,1.37011,108.2
887045,1304,630.0,4403,1.3804,108.2
888024,1305,510.0,3937,1.40145,108.2
888531,1306,295.0,2041,1.39507,108.2
889629,1307,575.0,4417,1.40329,108.2
890472,1308,685.0,3389,1.40651,108.3
891210,1309,450.0,2973,1.40629,108.3
892243,1310,520.0,4157,1.38822,108.3
893086,1311,575.0,3395,1.39437,108.3
894089,1312,575.0,4045,1.3973,108.3
894973,1313,720.0,3563,1.38582,108.3
895711,1314,350.0,2973,1.39835,108.3
896782,1315,800.0,4303,1.39702,108.3
897623,1316,475.0,3375,1.38494,108.3
